#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_IN_001;A sufi merchant has arrived from Arabia. His ship is severely damaged and carries rare goods. His crew are divided weither it was Sea Monsters or the Ocean trade winds that caused the damage.;Le confucianisme est une religion diverse comportant quatre branches principales : le ren, le li, le zhong et le xiao. Lorsque vous vous convertissez, vous devez choisir une de ces branches.;Konfuzianismus ist eine vielfältige Religion mit vier Hauptzweigen: Ren, Li, Zhong und Xiao. Wenn Ihr konvertiert, könnt Ihr einen davon auswählen.;;El confucianismo es un religión variada con cuatro ramas principales: Ren, Li, Zhong y Xiao. Cuando te conviertes, debes elegir una.;;;;;;;;;x;;;;;;;;;;;;
EVTTITLE_IN_001;The ship;;;;;;;;;;;;;x
EVTDESC_IN_225;"Smart dog!" you underhear as you crawl to increasing lightness, your masters' moods' are also light as they discuss their ill gotten gains. After passing through a statued exit the jungle springs up behind you. "Woh boy slow down," calls out the leader. But you've got off all fours and dash into the jungle.;;Ren, e altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_225;...;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_225_TT;You run for your life, but are chased down and slaughtered.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_225;...;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_225_TT;You run for your life and hide in the sharp bushes.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_226;You spend a sleepless night shivering in the bushes. In the early morning you make your escape and find a guard who will believe you to take you back to the palace;;Ren, e altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_226;Whew;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_226_TT;Your life returns to normality.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_227;You wake up feeling strained, you feel life come back to your limbs and praise [Root.Religion.GetHighGodName] for your miraculous fall. Beside you is Tanvi, in front of you is a temple ramsacked. You look around and suddenly see a faint drawer, you open it with your fingernails and inside is a Danda.;;Ren, e altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_227;Take it.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_227_TT;You return enrichened.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_227;Leave it sealed.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_227_TT;You return confident the ancient were wiser than us.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_228;Quietly with nay a sound you follow the figures and slit their throats, or push them from great heights. When you reach the last, your robes splattered in blood, the wretch doesn't even put a fight.;;Ren, e altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_228;You return to your waiting guards with their belongings.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_228_TT;You tell a tale where you fought off two scores.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_228;Time to return the treasures.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_228_TT;You Order your guards to return the contents of the temple.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_229;.;;Ren, e altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_229;You return to your waiting guards with their belongings.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_229_TT;You tell a tale where you fought off two scores.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_229;Time to return the treasures.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_229_TT;You Order your guards to return the contents of the temple.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_230;You creep down and give a shout. The group returns the shout and attacks you, fortunately you had your hand on your sword so you retreat to the tight confines and fight a series of enraged sword fights. After the final battle that leaves you with a deep cut, you realize one remains, a young girl who is welling tears in her green eyes.;;Ren, e altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_230;You speak to the girl.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_230_TT;You approach the girl and find out her identity.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_230;Go!.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_230_TT;You let her go into the jungle, then collect the dropped artifacts ...;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTC_IN_230;You finish her off too.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTC_IN_230_TT;You take no chances and kill the last gang member.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_231;She takes some time, then explains she was the illegitmate daughter of a monk, who through clout took her on the restoration expedition to the temple. They were ambushed and killed by grave robbers who kept her as a prize.;;Ren, e altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_231;You give her a new start.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_231_TT;After locating your guards, you tell them it is your will to enrich her to minor-nobility. She thanks you profoundly.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_231;Come to my court with me.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_231_TT;You invite her to join your court.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTC_IN_231;Wait, her pronounciation is Burmanese.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTC_IN_231_TT;You investigate the armor of the dead.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_232;You give your best calm impression as you ask to see the dead monks and carefully note their patterns and scripts are regional, not Burmanese. The grave robbers are Burmanese.;;Ren, e altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_232;You decide to send her off.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_232_TT;She looks twice and briskly leaves you.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_232;You slay her on the spot.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTC_IN_232;You take her to the capital.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTC_IN_232_TT;Once your guards return order them to quietly jail her for her crimes.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;

EVTDESC_IN_250;A foreigner has been caught wearing flowered clothing. [flowery_man.GetSheHe] professes they didn't know it is a crime, or maybe is overeager to disrespect the Lord of the World.;;Ren, e altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_250;To the dungeons with you!;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_250_TT;The guards drag [flowery_man.GetTitledName] into the pit.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_250;Just don't do it again!;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTC_IN_250;Pay a fine.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTC_IN_250_TT;The offender pays a sum into the treasury that covers the loss of prestige.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTD_IN_250;I will abolish that law.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTD_IN_250_TT;You legalize universal flower patternage.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;

EVTDESC_IN_251;You are interupted from watching fifty-two midgets battle lions when you recieve an icy tap on your left. It is [Root.job_spymaster.GetTitledFirstName], how in gods name did he sneak up on you? Oh [Root.GetTitle], can you not do with higher security?;;Ren, e altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_251;My people are my security.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_251_TT;I'm [Root.GetAgeYears] for [Root.Religion.GetHighGodName]'s sake.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_251;I'll hire amazon guards.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_251_TT;Two amazon guardswomen will protect you.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTC_IN_251;I Can't trust anyone!;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTC_IN_251_TT;That includes [Root.job_spymaster.GetTitledFirstName].;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_252;[From.GetTitledName] has killed [FromFrom.GetTitledName] after a duel to resolve their grievances.;;Ren, e altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_252;This simplies things.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_252_TT;Keep the effective Amazoness [From.GetName].;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_252;You can continue fighting at the arena.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_252_TT;Fire her for her insecurities.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTC_IN_252;Behind bars you now live;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTC_IN_252_TT;Let her think about what she did.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;

EVTDESC_IN_253;You are enjoying some crustaceans when you realize all your copper and clay plates have writing in Chinese script. You summon [Root.job_steward.GetBestName] and find out the vast majority of our pottery is foreign, despite having the materials in plenty. [Root.job_chancellor.GetBestName], face red, interupts and explains our pottery is imported to give the appearance of a civilized state.;;Ren, e altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_253;Encourage native pottery.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_253_TT;This may upset the Chinese or improve your economy depending on your skills.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_253;Not foreign, boring.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_253_TT;Keep your table-wear looking distinct from the unwashed..;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTC_IN_253;Create commemorative plates.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTC_IN_253_TT;Provide loyal servants with special plates to show their loyality.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_254;[FROM.GetTitledName] has started discriminating against the goods bestowed by the merchant-men of the Middle Kingdom. This has frustrated many prominent residents in the south.;;Ren, e altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_254;Not my business;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_254_TT;You decide this issue is bellow you.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_254;We will enforce an embargo.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_254_TT;This will hurt any trade passing through their territories.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTC_IN_254;Send a diplomatic mission.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTC_IN_254_TT;Entrust [Root.job_chancellor.GetTitledFirstName] to mend this misunderstanding.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_255;[FROM.GetBestName] has responded to our new industry by cutting off trade. It is clear how they view our trade relations!;;Ren, e altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_255;Ignore the [GetFromRootInsult];;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_255;Beg for an envoy.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_255_TT;They will send an envoy.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTC_IN_255;Use this opportunity to promote local trade.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTC_IN_255_TT;Through workshops, imported slaves and attention to detail alleviate your dependancy.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_256;The [liege.GetTitle] has hastily sent you to the court of [FROMFROM.GetBestName] to fix a trade dispute over goods made in China, namely pots. You want to ensure the dragon throne benefits so you ...;;Ren, e altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_256;Persuade [FROMFROM.GetBestName];;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_256_TT;Settle the issue cleanly with the [FROMFROM.GetTitle].;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_256;Stage an incident.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_256_TT;Stage an incident that will let you enforce pressure.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTC_IN_256;Appeal to religion.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTC_IN_256_TT;Your [liege.GetTitle] and [FROMFROM.GetBestName] are both Taoist. Surely they can mend their differences.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTD_IN_256;Appeal to religion.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTD_IN_256_TT;Your [liege.GetTitle] and [FROMFROM.GetBestName] are both buddhist. Surely they can mend their differences.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;

EVTDESC_IN_257;[FROM.GetTitledName] after bowing for some period rises and informs you China would be willing to forget this incident, in exchange you journey and kow-tow to China.;;Ren, e altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_257;Accept.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_257_TT;Peaceful relations return to the two kingdoms.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_257;Decline.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_257_TT;[From.GetTitledName] returns to China.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_258;[FROM.GetTitledName] after bowing for some period rises and informs you China would trade pottery rights for some new seaports built by the Empire.;;Ren, e altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_258;Accept.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_258_TT;Seaports are built by Chinese engineers, opening your realm to diversified trade.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_258;Decline.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_258_TT;[From.GetTitledName] returns to China.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_259;[FROM.GetTitledName] offers to normalize relations if you provide a one-time tribute, in exchange they will sign a non-agression pact and enjoy favor.;;Ren, e altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_259;Accept.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_259_TT;Tribute is presented and the Dragon Throne promises support.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_259;Decline.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_259_TT;[From.GetTitledName] returns to China.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;

EVTDESC_IN_259.1;[FROM.GetTitledName] after a long proceedings, you have hammered out an agreement and balance is restored in Asia.;;Ren, e altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_259.1;I must tell the [Root.TopLiege.GetTitle].;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_259.1_TT;You spend the evening writing a missive.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_259.2;Most High Exulted [Root.GetBestName], I have conveyed your wisdom to the savages of in the southern kingdom. They, now, will not challenge our dominant trade, which cosmologically and naturally flows like the waters under the Grand Canal.;;Ren, e altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_259.2;All is good.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_259.2_TT;You close the issue.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_259.2;I will reward [From.GetBestName].;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_259.2_TT;You inform the treasurer to give a reward.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_259.3;Loyal Servant [Root.GetBestName], what you have done will be writen objectively as a great feat in the annals. They have already written that I rewarded the [GetRootFromCompliment] [Root.GetHerHis] weight in jade.;;Ren, e altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_259.3;OK.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_259.4;Thank you for your missive [Root.GetBestName], I pray your journey back is untroublesome. I have commissioned a gift for your return. The truth is as the [GetRootFromCompliment] Sun Tzu tells: "Supreme excellence consists in breaking the enemy's resistance without fighting.";;Ren, e altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_259.4;OK.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_259.5;You are sailing back to China, while your crew, above, thank [Root.Religion.GetRandomGodName] for a return to civilized food, you carefully write a missive that that the barbarian [From.GetTitle] rejected your overtures for peace.";;Ren, e altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_259.5;Difficult journeys have suffering.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_259.5_TT;You wonder if your shakey writing is from the rocking of the ship, or dread of war.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_259.7;Most High Exulted [Root.GetBestName], I have conveyed your wisdom to the savages who bow to [FROMFROM.GetTitledName]. They, sadly, rebuke our calm winds of peace and scold us, wishing to only bring calamity to their "civilization".;;Ren, e altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_259.7;Hmmm, should I get revenge?.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_259.7;Give [From.GetBestName] a gift.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_259.8;Dearest [Root.GetBestName], what you have done, despite failing to stem discord, I still value as service to the state. When we are both elder statesmen we will laugh about this incident. May we live a thousand years!;;Ren, e altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_259.8;OK.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_259.8_TT;Your treasurer announces you've recieved crates of gold and silver.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_259.9;Hail [Root.GetBestName], while what happened generations may scorn, I believe you are an honest servant and will learn from your mistakes in service of your [From.GetTitle]. It is because of this I've gifted ten years worth of ginseng.;;Ren, e altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_259.9;OK.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_259.9_TT;You begin adding the powder to your tea.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_259.9;What if it is poison?.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_259.9_TT;Surely the Emperor doesn't want me to commit suicide?;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;


EVTDESC_IN_260;During a feast held in [FROM.GetTitledName]'s honor by [vassal_who_hates.GetTitledName]. A junior envoy dies at his meal. Everyone suspects it is [vassal_who_hates.GetBestName]'s doing so as to sabotage royal power.;;Ren, e altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_260;Arrest him.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_260_TT;[vassal_who_hates.GetTitledName] is thrown to the dungeons.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_260;Spare him.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_260_TT;[vassal_who_hates.GetTitledName] is given the [Root.GetTitle]'s pardon.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTC_IN_260;Jail him but ...;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTC_IN_260_TT;Was [vassal_who_hates.GetBestName] framed?;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;

EVTDESC_IN_261;After a mixture of threat and bribe you have discovered [FROMFROM.GetTitledName] was behind the poisoning of his countryman.;;Ren, e altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_261;I'll keep him in jail.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_261_TT;It is expedient to keep troublemakers locked up.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_261;Free him.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_261_TT;Leave him to his devices.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTC_IN_261;Free him and hatch a plan.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTC_IN_261_TT;He will interupt the ceremony and outfox the Chinese.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_261.1;After interviewing merchants, the archery houses and even the transvestites your spies regret nothing is suspicious. [vassal_who_hates.GetBestName] meanwhile, thrashes in his cage swearing profusely.;;Ren, e altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_261.1;Ah good.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_261.1_TT;Your mind is at ease.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_261.2;Your spymaster [Root.job_spymaster.GetBestName] quietly opens the door. [Root.job_spymaster.GetSheHe] whispers that he sent spies to the Chinese fleet but they were caught.;;Ren, e altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_261.2;Oh no!.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_261.2_TT;The Chinese are infuriated.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_261.2;I can't accept such failure.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_261.2_TT;With friends like these who needs enemies?.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;


EVTDESC_IN_262;Seeing that you were in the capital, you decide to practice your Chinese with a Han Diplomat. It was to everyone's shock when his friend dropped dead. In hours you found yourself behind bars, this must be [liege.GetBestName]'s doing!;;Ren, e altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_262;Arg!;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_263;Seeing that you were in the capital, you decide to practice your Chinese with a Han Diplomat. It was to everyone's shock when his friend dropped dead, during a feast. In hours you found yourself behind bars. You lose track of time and only are awaken from half-sleep by [liege.GetBestName] himself! Apparently it was the Chinese Envoy himself doing the poisoning.;;Ren, e altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_263;Confront him.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_263;Time to go homewards.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_264;Seeing that you were in the capital, you decide to practice your Chinese with a Han Diplomat. It was to everyone's shock when his friend dropped dead. In hours you found yourself behind bars. You lose track of time and only are awaken from half-sleep by [liege.GetBestName] himself! Apparently it was the Chinese Envoy who poisoned. [liege.GetFirstName] whispers [liege.GetHisHer] plan;;Ren, e altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_264;Fine.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;

